Kernel,nu,Parameters,AUC-ROC
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.8851461988304095
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.8037426900584796
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.8037426900584796
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.8037426900584796
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9819883040935673
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9819883040935673
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9819883040935673
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.872514619883041
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.872514619883041
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.872514619883041
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.8736842105263157
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.8736842105263157
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.8736842105263157
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9906432748538012
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9906432748538012
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9906432748538012
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9190643274853803
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9190643274853803
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9190643274853803
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.8807017543859649
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.8807017543859649
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.8807017543859649
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.8329824561403509
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.8329824561403509
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.8329824561403509
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.872280701754386
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.872280701754386
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.872280701754386
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.8743859649122807
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.8743859649122807
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.8743859649122807
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.8451461988304094
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.8451461988304094
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.8451461988304094
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.7614035087719299
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.7614035087719299
Full GH Kernel,0.05,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.7614035087719299
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9578947368421052
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9578947368421052
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9578947368421052
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.959766081871345
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.959766081871345
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.959766081871345
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9604678362573099
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9604678362573099
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9604678362573099
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9695906432748538
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9695906432748538
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9695906432748538
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9618713450292398
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9618713450292398
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9618713450292398
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9618713450292398
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9618713450292398
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9618713450292398
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9660818713450292
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9660818713450292
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9660818713450292
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9719298245614035
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9719298245614035
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9719298245614035
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9651461988304094
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9651461988304094
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9651461988304094
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.968187134502924
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.968187134502924
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.968187134502924
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9716959064327485
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9716959064327485
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9716959064327485
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.975672514619883
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.975672514619883
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.975672514619883
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9585964912280702
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9585964912280702
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9585964912280702
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.976842105263158
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.976842105263158
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.976842105263158
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9836257309941521
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9836257309941521
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9836257309941521
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9740350877192983
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9740350877192983
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9740350877192983
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9787134502923976
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9787134502923976
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9787134502923976
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9824561403508772
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9824561403508772
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9824561403508772
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9738011695906433
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9738011695906433
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9738011695906433
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9791812865497076
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9791812865497076
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9791812865497076
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9824561403508772
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9824561403508772
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9824561403508772
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9752046783625732
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9752046783625732
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9752046783625732
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.8865497076023392
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.8865497076023392
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.8865497076023392
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9623391812865497
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9623391812865497
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9623391812865497
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9721637426900585
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9721637426900585
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9721637426900585
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9752046783625732
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9752046783625732
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9752046783625732
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.8353216374269006
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.8353216374269006
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.8353216374269006
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9901754385964913
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9901754385964913
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9901754385964913
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9637426900584796
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.8816374269005848
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.8816374269005848
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.8816374269005848
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.8900584795321638
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.8900584795321638
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.8900584795321638
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9396491228070176
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9396491228070176
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9396491228070176
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.8790643274853801
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.8790643274853801
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.8790643274853801
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.8863157894736843
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.8863157894736843
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.8863157894736843
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.8128654970760234
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.8128654970760234
Full GH Kernel,0.05,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.8128654970760234
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9567251461988304
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9567251461988304
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9567251461988304
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9585964912280702
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9585964912280702
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9585964912280702
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9611695906432749
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9611695906432749
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9611695906432749
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9630409356725146
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9630409356725146
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9630409356725146
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.960233918128655
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.960233918128655
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.960233918128655
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9621052631578948
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9621052631578948
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9621052631578948
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9656140350877194
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9656140350877194
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9656140350877194
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9670175438596491
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9670175438596491
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9670175438596491
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9642105263157895
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9642105263157895
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9642105263157895
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9663157894736842
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9663157894736842
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9663157894736842
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9667836257309942
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9667836257309942
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9667836257309942
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9740350877192983
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9740350877192983
Full GH Kernel,0.05,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9740350877192983
